Season,Title,Airdate,Rating,Vote_count,Description
8,The Itchy & Scratchy & Poochie Show,7 Feb. 1997,8.0,1833,"Krusty becomes alarmed at the flagging ratings for ""The Itchy & Scratchy Show"" and demands it be corrected. The producers reason some new gimmicks are needed to inject fresh air and - after a focus group doesn't quite go as well as planned - decide to introduce a new character named Poochie, a rapping cartoon dog that is supposed to become friends with Itchy and Scratchy. Homer auditions to do Poochie's voice and wins the part. Poochie's first cartoon, ""The Beagle Has Landed,"" premieres to great fanfare but is poorly received to say the least. The producers decide ..."
8,Homer's Phobia,16 Feb. 1997,8.8,2613,"After Marge befriends John, a gay store owner, Homer worries that his presence will have a negative effect on Bart's sexuality."
8,Brother from Another Series,23 Feb. 1997,8.2,1875,"Grudge against his brother Side Show Bob, Cecil tries to kill Springfield with hydro-electric dam explosion which was fonded hollowed structure by him. Side Show Bob also has a good Side."
8,"My Sister, My Sitter",2 Mar. 1997,8.0,1747,Bart is outraged when Lisa becomes his babysitter.
8,Homer vs. the 18th Amendment,16 Mar. 1997,8.9,2237,"After Bart inadvertently becomes drunk at a St. Patrick's Day celebration, an old prohibition law banning drinking in Springfield is rediscovered and enforced. Desperate to keep alcohol in the city, Homer takes matters into his own hands."
8,Grade School Confidential,6 Apr. 1997,8.2,1758,"Bart discovers Principal Skinner and Mrs Krabappel kissing, and it's not long before the whole town knows of their secret affair."
8,The Canine Mutiny,13 Apr. 1997,7.7,1585,"After he fraudulently obtains a credit card, Bart buys a new dog named Laddie. When the items he purchased are repossessed, he lies that Santa's Little Helper is the dog he bought, and soon misses his pet."
8,The Old Man and the Lisa,20 Apr. 1997,7.9,1668,Burns loses his fortune and recruits Lisa to help him get it back.
8,In Marge We Trust,27 Apr. 1997,8.1,1713,Marge becomes a church counselor; Homer discovers his face on a Japanese detergent logo.
8,Homer's Enemy,4 May 1997,9.3,3945,Industrious Frank Grimes starts working at the plant and becomes irritated by Homer's laziness; Bart buys a run-down factory for a dollar.
8,The Simpsons Spin-Off Showcase,11 May 1997,7.2,1709,"Troy McClure presents three spinoffs: ""Chief Wiggins, P.I.,"" ""The Love-Matic Grandpa,"" and ""The Simpson Family Smile-Time Variety Hour."""
8,The Secret War of Lisa Simpson,18 May 1997,7.9,1653,"After a prank destroys half the town, Bart is shipped away to military school. Lisa, seeking a challenge, decides to enroll with him, but is faced with discrimination as the school's only girl cadet."
9,The City of New York vs. Homer Simpson,21 Sep. 1997,9.1,3082,"Homer must travel to New York to get his car back, which is illegally parked at World Trade Center Plaza."
9,The Principal and the Pauper,28 Sep. 1997,6.9,2043,"At his 20th anniversary celebration as school principal, Principal Skinner is discovered to be an imposter of the real Seymour Skinner."
9,Lisa's Sax,19 Oct. 1997,8.1,1664,"Homer recounts the story of Bart's first day of school, which corresponds with the story of how Lisa got her saxophone."
9,Treehouse of Horror VIII,26 Oct. 1997,8.2,1778,Homer battles mutants after Springfield is annihilated by a neutron bomb; Bart has his DNA mixed with a fly; Marge is revealed to be a witch in colonial Springfield.
9,The Cartridge Family,2 Nov. 1997,8.2,1819,"After a massive soccer riot, Homer purchases a gun to protect the family."
9,Bart Star,9 Nov. 1997,7.7,1549,"A damning report on childhood obesity in Springfield leads to the formation of a pee-wee football team. After belittling Ned Flanders, Homer ends up coaching the team, but his favoring of Bart makes him unpopular."
9,The Two Mrs. Nahasapeemapetilons,16 Nov. 1997,7.7,1507,"Apu receives a letter from his mother stating that it's time for him fulfilled his arranged marriage obligation, he pretends Marge is his wife."
9,Lisa the Skeptic,23 Nov. 1997,8.1,1659,Townspeople believe Lisa has unearthed the fossiled remains of a angel.
9,Realty Bites,7 Dec. 1997,7.6,1507,Marge becomes a real-estate agent.
9,Miracle on Evergreen Terrace,21 Dec. 1997,7.6,1660,"When Bart accidentally burns down the family's Christmas tree and gifts, he claims that a robber stole everything. As a result, the town gets them a new tree and pitches in to raise funds."
9,"All Singing, All Dancing",4 Jan. 1998,5.0,1821,"Homer is disappointed when the western he rented turns out to be a musical, so the family reminds him of the musical moments in the show's history."
9,Bart Carny,11 Jan. 1998,7.7,1570,"Bart and Homer befriend two carnies and invite them to stay with them, but the carnies soon swindle the Simpsons out of their house."
9,The Joy of Sect,8 Feb. 1998,8.3,1759,An evil cult called the Movementarians brainwashes the citizens of Springfield and it's up to Marge to get them back.
9,Das Bus,15 Feb. 1998,8.2,1720,"While the kids become stranded on a desert island, Homer attempts to cash in on the Internet."
9,The Last Temptation of Krust,22 Feb. 1998,7.5,1475,"After a disastrous performance, Krusty changes his image and becomes an edgy stand-up."
9,Dumbbell Indemnity,1 Mar. 1998,7.7,1480,"Homer and Moe attempt insurance fraud so that Moe can support his new girlfriend. When Homer ends up in jail, Moe has to decide whether or not to come forward."
9,Lisa the Simpson,8 Mar. 1998,8.0,1665,"Lisa fears she is losing her intelligence when she learns about the fabled Simpson gene. Meanwhile, Jasper freezes himself in the Kwik-E-Mart freezer."
9,This Little Wiggy,22 Mar. 1998,7.9,1541,"Bart is reluctant to hang out with Ralph Wiggum, until he gains access to Chief Wiggum's master key to the city."
9,Simpson Tide,29 Mar. 1998,8.2,1643,Homer causes an international incident after he joins the Naval reserves.
9,The Trouble with Trillions,5 Apr. 1998,7.8,1549,"Homer is forced to spy for the IRS after an audit. But when he is asked to retrieve a trillion dollar bill from Mr. Burns, he switches sides and the two flee to Cuba for refuge."
9,Girly Edition,19 Apr. 1998,7.9,1516,"Bart and Lisa become locked in competition when they anchor a children's news program. Meanwhile, Homer adopts a helper monkey."
9,Trash of the Titans,26 Apr. 1998,8.4,1837,Homer becomes the sanitation commissioner for Springfield. His ineptitude pollutes the town and leads to a drastic solution.
9,King of the Hill,3 May 1998,8.2,1620,"After humiliating Bart at a church picnic, Homer resolves to get in shape. Soon, he is contacted by an energy bar company that wants him to climb a mountain as a promotion."
9,Lost Our Lisa,10 May 1998,7.8,1453,Lisa gets lost after she tries to take a bus to a museum.
9,Natural Born Kissers,17 May 1998,8.0,1578,Homer and Marge's attempt to spice up their marriage leads to the couple being chased naked through Springfield.
10,Lard of the Dance,23 Aug. 1998,7.6,1592,Homer and Bart try to start their own grease business; Lisa organizes a school dance.
10,The Wizard of Evergreen Terrace,20 Sep. 1998,8.2,1671,Homer's midlife crisis leads to a disastrous attempt at being an inventor.
10,Bart the Mother,27 Sep. 1998,7.6,1515,"When Bart accidentally kills a mother bird, he tries to make amends by raising the eggs."
10,Treehouse of Horror IX,25 Oct. 1998,8.0,1739,Homer receives an evil hair transplant; Bart and Lisa get trapped in an Itchy and Scratchy cartoon; Maggie is revealed to be an alien.
10,When You Dish Upon a Star,8 Nov. 1998,7.3,1528,Homer becomes a Hollywood insider when he befriends Alec Baldwin and Kim Basinger.
10,D'oh-in' in the Wind,15 Nov. 1998,7.6,1493,Homer becomes a hippie after a revelation about his middle name.
10,Lisa Gets an 'A',22 Nov. 1998,8.1,1559,"When Lisa cheats on a test, she has a moral crisis when her perfect score qualifies the school for grant money; Homer adopts a lobster as a pet."
10,Homer Simpson in: 'Kidney Trouble',6 Dec. 1998,7.3,1456,Homer gets cold feet before a transplant operation which could save Grampa's life.
10,Mayored to the Mob,20 Dec. 1998,8.2,1646,Homer deals with corruption when he becomes Mayor Quimby's bodyguard.
10,Viva Ned Flanders,10 Jan. 1999,7.9,1563,"When Homer takes Ned to Las Vegas in an attempt to get him to loosen up, the two end up drunkenly marrying a pair of cocktail waitresses."
10,Wild Barts Can't Be Broken,17 Jan. 1999,7.8,1471,The children of Springfield revolt after a curfew is enforced.
10,"Sunday, Cruddy Sunday",31 Jan. 1999,7.0,1444,"Homer and his friends head to the Super Bowl, but are forced to sneak in when they discover their tickets are counterfeit."
10,Homer to the Max,7 Feb. 1999,7.8,1513,Homer changes his name when a dimwitted TV character named Homer Simpson becomes an overnight sensation.
10,I'm with Cupid,14 Feb. 1999,7.3,1379,The husbands of Springfield plot revenge after Apu outshines them on Valentine's Day.
10,Marge Simpson in 'Screaming Yellow Honkers',21 Feb. 1999,7.3,1397,Marge's new SUV gives her a potent case of road rage.
10,Make Room for Lisa,28 Feb. 1999,7.6,1373,"Lisa feels that her relationship with her father will never be close, and she develops stress-induced stomach pains; Marge inadvertently knocks out Milhouse."
10,Maximum Homerdrive,28 Mar. 1999,7.7,1455,"Homer completes a cross country delivery for a trucker who dies before completing it, and takes Bart along for the ride. Meanwhile, Marge and Lisa experience problems with a novelty doorbell they purchase."
10,Simpsons Bible Stories,4 Apr. 1999,7.4,1453,Three famous religious stories are retold Simpsons style as the family nods off at church.
10,Mom and Pop Art,11 Apr. 1999,7.6,1462,Homer becomes the talk of the Springfield art community when a failed barbecue pit he worked on is mistaken for an art project.
10,The Old Man and the 'C' Student,25 Apr. 1999,7.3,1319,Bart is punished with community service at the Retirement Castle after he ruins Springfield's chances of hosting the Olympics.
10,Monty Can't Buy Me Love,2 May 1999,7.1,1323,"When a wealthy man moves to Springfield, Mr. Burns begins to feel that he is losing his grasp on the citizens and decides to enlist the help of Homer."
10,They Saved Lisa's Brain,9 May 1999,7.3,1353,"Lisa is invited to join the Springfield chapter of MENSA and after Mayor Quimby flees, the group ends up running the city. Meanwhile, Homer poses for a series of erotic photos."
10,Thirty Minutes Over Tokyo,16 May 1999,8.0,1630,The Simpsons must perform on a Japanese game show after Homer loses their money on a vacation.
11,Beyond Blunderdome,26 Sep. 1999,7.3,1512,"Convinced he's the only man with guts to tell him the truth, Mel Gibson insists Homer accompanies him in Hollywood to help fix his newest film project."
11,Brother's Little Helper,3 Oct. 1999,7.5,1326,"Bart is put on medication to control his behavior, but the pills cause him to become paranoid and insane."
11,Guess Who's Coming to Criticize Dinner?,24 Oct. 1999,7.5,1343,Homer's negative reviews as a food critic puts his life in danger. Fortunately he has Lisa fighting for him.
11,Treehouse of Horror X,31 Oct. 1999,7.8,1549,The Simpsons attempt to cover up their accidental murder of Ned Flanders. Bart and Lisa acquire super powers. An electronic apocalypse threatens Springfield.
11,E-I-E-I-(Annoyed Grunt),7 Nov. 1999,7.8,1436,Homer cowards out of a pistol-duel and hides out with the rest of the family on a country farm.
11,"Hello Gutter, Hello Fadder",14 Nov. 1999,7.3,1263,Homer becomes a minor celebrity around Springfield after bowling a perfect game.
11,Eight Misbehavin',21 Nov. 1999,7.0,1259,Apu struggles with fatherhood after Manjula gives birth to octuplets.
11,"Take My Wife, Sleaze",28 Nov. 1999,7.1,1287,"Homer's attempt at creating a motorcycle gang attracts a real gang, who kidnap Marge."
11,Grift of the Magi,19 Dec. 1999,7.3,1374,A toy company purchases Springfield Elementary and uses the student body as a focus group for their new Christmas toy Funzo.
11,Little Big Mom,9 Jan. 2000,7.3,1234,Lisa finds out how rough Marge has it when her mom is in traction and she becomes the woman of the house. Homer and Bart's antics get her so worked up she conspires to teach them a lesson.
11,Faith Off,16 Jan. 2000,6.8,1232,Bart is led to believe he has special healing powers after a tent revival.
11,The Mansion Family,23 Jan. 2000,7.3,1252,Homer receives responsibility for Mr. Burns' mansion when he is on leave and takes Burns' yacht to international waters to have a party.
11,Saddlesore Galactica,6 Feb. 2000,6.5,1402,The Simpsons get an abused horse and make him a contender in horse racing. Homer finds out a secret conspiracy about jockeys. Lisa tries to reach President Clinton when the results of a school band talent competition seem tainted.
11,"Alone Again, Natura-Diddly",13 Feb. 2000,7.7,1495,Ned deals with his grief after Maude's untimely death.
11,Missionary: Impossible,20 Feb. 2000,7.3,1323,"When Homer is wanted dead for reneging on a 10,000 dollar pledge to PBS, Reverend Lovejoy sets him up for missionary work in the South Pacific until the heat dies down."
11,Pygmoelian,27 Feb. 2000,7.3,1262,"Plastic surgery not only transforms Moe the Bartender from ugly to hunky, it helps gets him a job on a hit daytime drama."
11,Bart to the Future,19 Mar. 2000,7.1,1388,Bart gets a glimpse of the future while the family is on vacation at an Indian casino.
11,Days of Wine and D'oh'ses,9 Apr. 2000,7.3,1231,Homer doesn't like it when Barney quits drinking; Bart and Lisa get into trouble when they enter a photo contest for the new phone book cover.
11,Kill the Alligator and Run,30 Apr. 2000,6.5,1360,"Fearing he only has three years to live, Homer moves the family to Florida so he can live a better life, until they become wanted criminals after injuring a famous alligator."
11,Last Tap Dance in Springfield,7 May 2000,7.1,1223,Lisa has difficulties learning to tap dance; Bart and Milhouse ditch summer camp to spend a week living in the mall.
11,"It's a Mad, Mad, Mad, Mad Marge",14 May 2000,7.2,1256,"Everybody loves the new Simpsons' house guest Becky. Except Marge, who thinks Becky wants to kill her."
11,Behind the Laughter,21 May 2000,7.9,1575,"Fans are invited to take a behind-the-scenes look at ""The Simpsons,"" revisiting some of the most memorable experiences the family has been through."
12,Treehouse of Horror XI,1 Nov. 2000,7.6,1455,Homer must do one good deed to get into Heaven; Bart and Lisa encounter a witch in a gingerbread house; Super-intelligent dolphins strike back at humanity.
12,A Tale of Two Springfields,5 Nov. 2000,7.5,1385,Springfield is split in two when Homer revolts because his area code is changed; the new town walls itself off from the neighbors.
12,Insane Clown Poppy,12 Nov. 2000,7.0,1249,"After he learns he has a daughter, Krusty turns to Homer for parenting advice."
12,Lisa the Treehugger,19 Nov. 2000,7.2,1260,Lisa's crush on an environmental activist inspires her to live in a tree threatened by loggers.
12,Homer vs. Dignity,26 Nov. 2000,7.0,1308,"Desperate for money, Homer accepts payment from Mr. Burns in exchange for humiliating himself."
12,The Computer Wore Menace Shoes,3 Dec. 2000,7.7,1359,"Homer's gossip website becomes a huge hit, but when his information runs out he resorts to making up news."
12,The Great Money Caper,10 Dec. 2000,7.3,1276,The whole town of Springfield conspires to teach Homer and Bart a lesson after the pair begin running confidence scams.
12,Skinner's Sense of Snow,17 Dec. 2000,7.9,1471,"A freak blizzard traps the students of Springfield Elementary inside their school. Their lives at stake, they are at the mercy of the rescue efforts of a woozy Homer and Ned."
12,Homr,7 Jan. 2001,8.1,1527,"An X-ray reveals a crayon lodged in Homer's brain. After the crayon is removed, Homer experiences a sudden surge in intelligence, making him closer to Lisa and isolated from his friends."
12,Pokey Mom,14 Jan. 2001,7.2,1265,"Marge befriends a convict with an artistic streak. Meanwhile, Homer battles the chiropractic industry after he creates a miracle back pain cure."
12,Worst Episode Ever,4 Feb. 2001,7.4,1301,Bart and Milhouse are left in charge of the comic book store after Comic Book Guy is hospitalized.
12,Tennis the Menace,11 Feb. 2001,6.8,1254,"Homer installs a tennis court in the backyard, but his lousy playing creates a rift in the family."
12,Day of the Jackanapes,18 Feb. 2001,7.1,1148,Sideshow Bob returns with a plan to brainwash Bart and kill Krusty.
12,New Kids on the Blecch,25 Feb. 2001,7.2,1386,"A music producer offers Bart and his friends a chance to participate in an up-and-coming boyband, but the boys are not up to it after making a discovery."
12,Hungry Hungry Homer,4 Mar. 2001,7.5,1262,Homer is forced to go on a hunger strike by the Springfield Isotopes after uncovering a secret plan to have the baseball team moved to New Mexico.
12,Bye Bye Nerdy,11 Mar. 2001,6.6,1200,"Problems with a bully lead Lisa to examine just what makes bullies aggressive. Meanwhile, Homer gets into the baby-proofing business."
12,Simpson Safari,1 Apr. 2001,6.8,1238,The Simpsons win a trip to Africa after Homer finds a golden animal cracker from the 60's in the loft.
12,Trilogy of Error,29 Apr. 2001,8.6,1862,"Homer's rush to the hospital to re-attach his severed thumb, Lisa's rush to school to win the science fair, and Bart's run-in with an illegal fireworks scheme interconnect from their point of view."
12,I'm Goin' to Praiseland,6 May 2001,7.2,1213,"With Homer's help, Flanders tries to establish a Christian theme park based on drawings in Maude's sketch book."
12,Children of a Lesser Clod,13 May 2001,7.2,1135,"After a debilitating injury forces him to stay indoors, Homer begins a daycare center."
12,Simpsons Tall Tales,20 May 2001,7.0,1182,"A hobo tells the Simpsons tall tales on a train ride to Delaware. In the first story, Homer is outcast from society as Paul Bunyan. Then, Lisa travels the country planting trees as Connie Appleseed. Finally, Bart and Nelson raft down the Mississippi as Tom Sawyer and Huck Finn."
13,Treehouse of Horror XII,6 Nov. 2001,7.5,1417,A gypsy puts a curse on Homer; The Simpsons' new automated house malfunctions and tries to kill Homer; Bart and Lisa attend a school for wizards.
13,The Parent Rap,11 Nov. 2001,7.0,1170,"After Bart takes a joyride in a police car, a judge orders him to be tethered to Homer at all times."
13,Homer the Moe,18 Nov. 2001,7.1,1164,Homer and his friends are forced to drink in the Simpsons' garage after Moe the Bartender renovates his shady bar into a hipster hangout.
13,A Hunka Hunka Burns in Love,2 Dec. 2001,7.0,1111,Mr. Burns falls in love with a younger woman and recruits Homer to help him impress her.
13,The Blunder Years,9 Dec. 2001,7.6,1247,A hypnotist uncovers a traumatic experience from Homer's childhood.
13,She of Little Faith,16 Dec. 2001,7.1,1224,"Homer and Bart collaborate on a model rocket which destroys The First Church of Springfield. To raise money for repairs, the church sells advertising space, outraging Lisa - who becomes a Buddhist, with the help of guest star Richard Gere."
13,Brawl in the Family,6 Jan. 2002,6.8,1102,"A social services officer brings unity to the Simpson family, but their newfound happiness is threatened when the cocktail waitress Homer married in Vegas shows up at their door."
13,Sweets and Sour Marge,20 Jan. 2002,6.9,1101,Marge rallies for a ban on sugar after Springfield is declared America's fattest city.
13,Jaws Wired Shut,27 Jan. 2002,7.2,1133,Marge can't deal with the quiet after Homer has his jaws wired shut.
13,Half-Decent Proposal,10 Feb. 2002,7.3,1174,Marge's high school sweetheart Artie Ziff returns and offers Homer a million dollars to spend a weekend with Marge.
13,The Bart Wants What It Wants,17 Feb. 2002,7.0,1069,"Bart breaks up with his new girlfriend Greta, but gets jealous when she begins dating Milhouse."
13,The Lastest Gun in the West,24 Feb. 2002,6.4,1121,Bart meets a retired cowboy movie star and convinces him to make a comeback on The Krusty the Clown Show.
13,The Old Man and the Key,10 Mar. 2002,6.4,1070,Abe gets his driver's license back to impress a new woman at the retirement home.
13,Tales from the Public Domain,17 Mar. 2002,7.2,1098,"Homer reads three stories from an overdue library book; with Homer as Odysseus trying to get home to Ithaca, Lisa as Joan of Arc leading the French to Victory and Bart as Hamlet avenging his father's death."
13,Blame It on Lisa,31 Mar. 2002,7.0,1133,"Lisa sponsors an orphan in Brazil, and when he goes missing she convinces the family to go to Brazil to find him. While there, Homer is kidnapped."
13,Weekend at Burnsie's,7 Apr. 2002,7.7,1275,"After a traumatizing eye injury, Homer becomes a habitual user of medical marijuana."
13,Gump Roast,21 Apr. 2002,5.4,1227,"In this clip show, the citizens of Springfield honor Homer Simpsons with a Roast, but the festivities take a turn for the worst when aliens crash it."
13,I Am Furious Yellow,28 Apr. 2002,7.7,1217,"Bart's comic about Homer becomes a hit on-line, prompting Homer to attempt to control his anger."
13,The Sweetest Apu,5 May 2002,6.7,1029,Apu's marriage is on the rocks after Manjula finds out he cheated on her.
13,Little Girl in the Big Ten,12 May 2002,7.1,1051,Lisa pretends to be a college student when she befriends two college girls; Bart is forced to live in a plastic bubble after being bit by a mosquito.
13,The Frying Game,19 May 2002,7.0,1088,Homer and Marge find themselves on death row after they are framed for murder.
13,Papa's Got a Brand New Badge,22 May 2002,7.8,1283,Homer becomes chief of police after a scandal forces Wiggum out.
14,Treehouse of Horror XIII,3 Nov. 2002,7.6,1313,Homer clones himself with a magic hammock; Zombie cowboys come back from the dead after Springfield bans guns; The Simpsons family take a vacation on an island where Dr. Hibbert can turn people into animals.
14,How I Spent My Strummer Vacation,10 Nov. 2002,7.3,1211,"When Homer is secretly videotaped complaining about his family in a taxi, they send him off to a rock and roll fantasy camp so he can try to live his dream."
14,Bart vs. Lisa vs. 3rd Grade,17 Nov. 2002,7.1,1119,"Bart and Lisa are respectively held back and moved forward one grade, putting them in the same class."
14,Large Marge,24 Nov. 2002,7.0,1168,Marge accidentally gets breast implants.
14,Helter Shelter,1 Dec. 2002,6.7,1080,The Simpsons family must participate in a reality television show in which they try to live in the same way that the families did in the 1800s.
14,The Great Louse Detective,15 Dec. 2002,7.2,1130,Homer has to use Sideshow Bob in order to track down a potential assassin.
14,Special Edna,5 Jan. 2003,7.1,1097,"After Skinner once again has let Mrs. Krabappel down, Bart takes her to the cinema. To cheer her up, Bart nominates Krabappel for the 'teacher of the year' award. The nominations is accepted, and soon the Simpsons family and Mrs. Krabappel are going to the award ceremony in Orlando, Florida, where Skinner tries to get back Krabappel by asking her to marry him."
14,The Dad Who Knew Too Little,12 Jan. 2003,7.2,1085,Homer hires a private detective to learn more about Lisa.
14,The Strong Arms of the Ma,2 Feb. 2003,6.7,1102,Marge takes up body-building to boost her self-esteem after being mugged at the Kwik-E-Mart.
14,Pray Anything,9 Feb. 2003,6.7,996,"Homer turns to religion to help him get what he wants, and is soon awarded the church in an injury settlement. Homer then turns the church into his personal party pad, and Reverend Lovejoy leaves Springfield to wallow in its hedonism."
14,Barting Over,16 Feb. 2003,6.6,1119,"After finding out Homer squandered his money from a baby commercial, Bart moves out into a loft, and meets skateboarding legend Tony Hawk."
14,I'm Spelling as Fast as I Can,16 Feb. 2003,7.2,1052,"Lisa participates in the Spellympics, but Homer is busy traveling cross-country as Krusty Burger test-markets a new sandwich. Lisa is confident that she will win, until she learns that the contest is rigged against her."
14,A Star Is Born Again,2 Mar. 2003,6.9,1049,"Ned Flanders starts dating a famous movie star, but has difficulties with the tabloids following them everywhere."
14,Mr. Spritz Goes to Washington,9 Mar. 2003,6.8,989,The family makes Krusty run for Congress because of air traffic being redirected to fly dangerously close to their house.
14,C.E.D'oh,16 Mar. 2003,7.1,952,Homer takes over the power plant after tricking Mr. Burns into making him the official owner of the power plant.
14,'Scuse Me While I Miss the Sky,30 Mar. 2003,7.1,962,Lisa becomes interested in astronomy and starts fighting the light pollution which is preventing her from being able to enjoy her new hobby.
14,Three Gays of the Condo,13 Apr. 2003,7.1,1085,"When Homer finds an old note revealing Marge only married him because she was pregnant with Bart, he moves into a condo with two gay guys."
14,"Dude, Where's My Ranch?",27 Apr. 2003,6.9,1106,"Homer writes a Christmas carol called ""Everybody Hates Ned Flanders,"" which soon becomes so popular that the family decides to leave town for a while."
14,Old Yeller-Belly,4 May 2003,6.7,999,"Homer throws out Santa's Little Helper for not saving him from a fire, but soon the dog becomes Duff's new mascot."
14,"Brake My Wife, Please",11 May 2003,6.7,966,"Because of Homer losing his driver's license, Marge has to drive everyone everywhere, which is so stressful for her that she accidentally runs over Homer leading to the two seeing a marriage counselor."
14,The Bart of War,18 May 2003,6.6,1022,"Bart and Milhouse are forced into community service after destroying Flanders' memorial and join separate community groups, pitting themselves against each other."
14,Moe Baby Blues,18 May 2003,7.7,1234,"After saving Maggie's life, Moe develops a special bond with her, much to Homer's dismay."
15,Treehouse of Horror XIV,2 Nov. 2003,7.5,1320,"First, Homer kills the Grim Reaper and takes his place in Reaper Madness. Then, Professor Frink's father is revived, only to kill people and steal their organs in Frinkenstein. Finally, Bart and Milhouse get a stop watch that can stop time in Stop the World, I Want To Goof Off."
15,My Mother the Carjacker,9 Nov. 2003,7.3,1083,"Homer's mother returns to Springfield, and the city pardons her from the charges against her. Mr Burns is furious about this and makes a plan to get Mona Simpson in prison."
15,The President Wore Pearls,16 Nov. 2003,6.9,1100,Lisa feuds with Principal Skinner after being elected school president.
15,The Regina Monologues,23 Nov. 2003,7.0,1171,Prime minister Tony Blair welcomes the Simpsons to England where they run into author J.K. Rowling and actor Ian McKellen.
15,The Fat and the Furriest,30 Nov. 2003,7.0,1033,"At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward, so Homer decides to strike back at the bear."
15,"Today, I Am a Clown",7 Dec. 2003,6.4,1000,Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.
15,'Tis the Fifteenth Season,14 Dec. 2003,7.0,1032,"After spending all his money on an expensive gift for himself, and the family thinking he should be less of an egoist, Homer decides to change his ways."
15,"Marge vs. Singles, Seniors, Childless Couples and Teens and Gays",4 Jan. 2004,6.6,1003,"A concert for babies ends in a riot, so the childless adults of Springfield gather to make the town less child-friendly."
15,"I, (Annoyed Grunt)-Bot",11 Jan. 2004,7.2,1093,Homer pretends to be a robot and competes in Robot Wars to win Bart's affection; Lisa has cat trouble.
15,Diatribe of a Mad Housewife,25 Jan. 2004,7.1,1034,"Marge is inspired to write a novel, but the storyline of the book (a fat, mean husband, and a handsome, sweet neighbor) makes Homer jealous."
15,Margical History Tour,8 Feb. 2004,7.0,1015,"Marge tells Lisa, Bart and Millhouse three history stories because the library doesn't have any."
15,Milhouse Doesn't Live Here Anymore,15 Feb. 2004,7.1,1026,"Milhouse moves to Capital City, and therefore Lisa and Bart become best friends."
15,Smart & Smarter,22 Feb. 2004,7.1,1034,"When Maggie is revealed to have an IQ of 167, Lisa is no longer the genius of the family, causing a rivalry between the sisters."
15,The Ziff Who Came to Dinner,14 Mar. 2004,6.7,978,Artie Ziff is discovered hiding out in the Simpsons' attic.
15,Co-Dependent's Day,21 Mar. 2004,6.7,980,Marge takes up heavy drinking to spend more time with Homer. Bart and Lisa confront a famous movie director about the drop in quality his films have taken.
15,The Wandering Juvie,28 Mar. 2004,7.0,1045,"After playing a prank on the whole town, Bart is sentenced to six months of juvenile detention. There he meets Gina, who forces Bart to escape with her."
15,My Big Fat Geek Wedding,18 Apr. 2004,6.6,1000,Mrs. Krabapel falls for Comic Book Guy and they plan a Star Trek like wedding. Principal Skinner plans to prevent it.
15,Catch 'Em If You Can,25 Apr. 2004,7.0,1057,Homer and Marge try to have a vacation without the kids but Bart and Lisa follow them everywhere they go.
15,Simple Simpson,2 May 2004,7.3,1081,Homer becomes a costumed vigilante who uses pies for weapons after witnessing Lisa get humiliated at a competition at the state fair.
15,The Way We Weren't,9 May 2004,7.2,1052,"Marge and Homer find out that they actually kissed each other at age 10 without knowing they were each other's first kisses, and tell the story about this."
15,Bart-Mangled Banner,16 May 2004,6.2,1054,An accidental photo showing Bart mooning the American flag makes the Simpsons the most hated family in town.
15,Fraudcast News,23 May 2004,7.2,981,"After Mr. Burns is erroneously reported as dead, he buys all of he media outlets in order to prevent them from writing scathing articles about him."
16,Treehouse of Horror XV,7 Nov. 2004,7.4,1193,Ned gains the power to foresee people's deaths; Maggie is shrunk inside a vitamin capsule and swallowed; Eliza Simpson and her sidekick hunt down a murderer.
16,All's Fair in Oven War,14 Nov. 2004,6.8,991,"Homer buys Marge a new kitchen, and Marge likes cooking in the new kitchen so much she attends the Ovenfresh Bakeoff."
16,Sleeping with the Enemy,21 Nov. 2004,7.1,1023,"Because she thinks her own children do not appreciate her anymore, Marge becomes a mother figure for Nelson."
16,She Used to Be My Girl,5 Dec. 2004,6.4,993,"Marge becomes jealous when Lisa begins idolizing her old high school friend, Chloe Talbot, a famous reporter."
16,Fat Man and Little Boy,12 Dec. 2004,7.0,949,"Bart begins designing T-shirt slogans, and his T-shirts become very popular among the citizens of Springfield."
16,Midnight Rx,16 Jan. 2005,7.1,972,"Homer goes to Canada with Apu and Ned to purchase Grampa's medication, but the three have problems getting home because the border guard thinks Apu is a terrorist."
16,Mommie Beerest,30 Jan. 2005,6.8,930,Homer gives Moe an enormous amount of money so he doesn't have to close down.
16,Homer and Ned's Hail Mary Pass,6 Feb. 2005,6.2,1003,A video of Homer dancing becomes so popular that all major sports players hires Homer to design celebration dances for them.
16,Pranksta Rap,13 Feb. 2005,6.5,1024,"Bart went to a rap concert Marge told him not to go to. In order to avoid punishment from Marge, he makes Marge and Homer believe he has been kidnapped."
16,There's Something About Marrying,20 Feb. 2005,6.8,1011,A townsperson comes out of the closet when Springfield legalized same-sex marriages in a plot to bolster tourism; Homer uses the Internet to become a minister.
16,On a Clear Day I Can't See My Sister,6 Mar. 2005,6.7,997,"After bullying her, Bart is restricted by court order to come too close to Lisa."
16,Goo Goo Gai Pan,13 Mar. 2005,6.9,1007,"Selma decides to adopt a child, so the whole family goes to China."
16,Mobile Homer,20 Mar. 2005,6.8,938,"After a garage-cleaning accident, Marge wants Homer to get life insurance. Instead, the family gets an RV."
